연도,수집구간,제목,내용,날짜,링크
2025,2025.01.01. ~ 2025.12.31.,질문장애인영구임대아파트,저는 대구광역시 신암5동사는사람입니다 장애2급이구요 전동휠체어탑니다. 동구벗어나 어느지역이든 영구임대아파트가려합니다.주민센터 물어보니 직원 남성이 무뚝뚝하게 지금은 영구임대아파트신청안받는대고 신청하는날 문자줄수있냐고하니 못한다네요ㅜㅜ 대구신암5동 영구임대아파트 신청 날짜알수있을까요?? 장애인이고 청약통장도 있는데 신청하고 2년반쯤뒤에 선정될까요?? 여기주택이 2년계약이라서요 제친구는 청약없었고 3년뒤에들어갔던데,작성일2025.03.09,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100102&docId=482910908&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2025,2025.01.01. ~ 2025.12.31.,질문왜 비장애인들은 군대처우 개선되는걸 싫어하나요?,"저는 자폐증이구요 예전부터 비장애인 형님들께서 요즘 군대는 캠핑이냐고 군대처우 개선되는걸 아주 싫어하던데 제가 2000~2010년도에 학교다니면서 저는 장애를 이유로 집단따돌림, 학폭도 당했고 2000년대 이전에는 학교에 엘리베이터도 없어서 휠체어타는 애들은 학교도 못 다녔는데 제가 고딩때 학교에 엘레베이터가 보편화되고 제가 성인이 된 이후에는 장애를 이유로 학폭, 집단따돌림도 없어져서 저는 장애인 후배들이 학교를 편하게 다닐 수 있는거에 쌍수를 들고 환영하는데 왜 비장애인들은 군대처우 개선되는걸 싫어하나요? 솔직히 군인복지가 좋아져야 군인들 사기가 올라가서 나라를 더 잘지킬 수 있지 않나요? 저희 삼촌은 군대에서 건빵에 포비든 찍어먹고 주임원사가 말벌주 담근다고 저희삼촌 시켜서 벌집따고 그랬는데 이런 병영부조리는 오히려 사기를 떨어뜨리는 군대의 걸림돌 아닌가요?",작성일2025.03.07,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60304&docId=482798017&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2025,2025.01.01. ~ 2025.12.31.,질문남자 키 167이면 키수술 해야 하나요?,"올해 20대초중반이고 외모는 어떨 땐 괜찮고 어떨 땐 존못 일단 원래 키에 별 생각 없었는데 작년부턴 확실히 옷 입을 때 멋이 없고 그냥 키 작은 게 별로고 남들이 봤을 때 하등한 사람으로 볼 거 같아서 싫네요... 고등자퇴에 수험생이라 친구 없고 번화가도 안 가서 인기는 모르겠고 나이 많은 사람들한테는 인상이 좋다 잘 웃는다, 예쁘게 생겼다라는 말은 자주 들어요 요샌 통굽? 굽 높은 신발 자주 신고 깔창도 신발 따라서 2~3센치 짜리 끼고 그래요 원래는 키높이깔창 아예 안 썼어요ㅠ 근데 이렇게 발악해도 키가 170 이하인 느낌... 5센치짜리 굽있는 신발에 1.5센치 깔창 깔아도 체감은 2센치 커진 느낌?; 그리고 샌들 신으면 키가 한 164?가 되는 느낌이에요 제가 얼굴에도 정병 있어서 성형에만 3천 쓰고 화장 안 하면 외출을 못하는데 키까지 정병 생긴 듯 근데 이것도 이유가 있는 게 내가 존잘에 180이면 이런 정병은 안 생겼겠죠.. 그리고 구글링해보니 내 키 정도 사람들이 키수술 많이 한다는데 막 173~175 됐다는 글 보면 뭔가 열등감 느껴짐... 저 사람들은 커지는데 나는 왜ㅠ 라는 생각 들고 수술 안한 나는 뭔가 더 뒤처지는 거 같고 손해보는 거 같고 쨌든 지금은 그렇다쳐도 나이먹으면 얼굴도 못생겨지고 키 작으면 더 볼품없어보일텐데 어떡하지 솔직히 여자 안 좋아하고 결혼 생각 없고 혼자 있는 거 좋아해서 죽을 것 같이 싫은 건 아닌데 그냥 남들이 보기에 못난 사람으로 볼까봐 그냥 그게 진짜 너무 싫어요 그리고 혹시나 나중에 여자랑 결혼하고 싶을 수도 있고.. 키수술은 돈도 돈이지만 부작용 장난 아닐텐데 잘못되면 그냥 평생 휠체어 타고 다닐 수도 있는거 아닌가요? 하반신마비가 올 수도 있고.. 아님 40대 돼서 갑자기 앉은뱅이가 되버리는 거 아닌가 근데 진짜 평생 큰 부작용 없이 살 수 있는 거라면.. 안 하는 게 바보인 거 같기도 하 쨌든 173 정도만 됐어도 이런 생각은 안했을 텐데 평균키가 너무 부럽다",작성일2025.03.07,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=61303&docId=482793280&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2025,2025.01.01. ~ 2025.12.31.,질문자립생활가능한요양원찿아요,네50대편마비장애입니다휠체어사용으로생활합니다 인지는 장애운동선수정도입니다 지인소개로 요양원입소를했는데 치매만100명이네요 때리면맞아야구침뱃어도꼼짝못하구 전사실병원생활만10년정도했는데 요양원을들어오니생활이전혀안맞더라구여 그래서 담달에옴기려해여 폰두요양원이라뺏어가구 전시설장기용3급에18%지원합니다 PS:제가불면증이있어알콜을좀해여 가능하신분은연락처와이름좀남겨주세여,작성일2025.03.04,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8010502&docId=482669053&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2025,2025.01.01. ~ 2025.12.31.,질문저는 음주를 하면 안될까요,"안녕하세요 저는 뇌병변으로 인한 장애를 앓고 있는 20살 대학생 입니다. 저는 태어날때 머리를 부딪혀 뇌를 다치게 되었습니다. 다행이도 사람과 대화하고 감정을 표현하는것에는 이상이 없으나 그로인해 몸 전체에 강직이 있어 어느정도 움직일수는 있으나 일어서지를 못해 휠체어를 타며 지내고 있습니다. 제가 묻고 싶은것은 다름이 아닌 20살 성인이 되며 저 또한 음주를 할수 있는 나이가 되었는데 어머니께서 극구 반대만 하십니다. 저 또한 처음에는 별 신경을 쓰지 않았으나 제 주변의 지인, 친구, 형들까지 전부 음주를 하는 모습을 보니 저도 함께 마시며 어울리고 싶었습니다. 하지만 어머니께서는 저는 정말 조금도 마시면 안된다며 막기만 하셨고 결국 왜 ""나만 제제하지?""라는 서러운 마음에 정말 크게 다투고 말았습니다. 물론 어머니께서는 제가 뇌병변을 알고 있다보니 주변에서 듣게 된 다른 아이들의 ""발작"" 증세나 ""경련"" 증세를 걱정하시다 보니 어찌보면 당연한 결과였습니다. 하지만 지금까지 그런 증상이나 전조는 한번도 없었고 너는 먹으면 반드시 증상이 올거라고 전문의가 진단한것도 아닌데 너무 과한거 아니냐며 1~2잔만 먹게 해달라 간청했지만 지금도 거부 중이십니다. 그래서 이를 고민하다 이곳을 알게되어 여쭈려 합니다. 뇌병변을 앓고 있지만 원활한 의사소통과 일상생활이 되는 지금 상태에서 음주를 하면 정말 그런 증상이 올까요? 에초에 술을 좋아하지도 않지만 가족이나 친구들끼리 한잔할때 저도 1~2잔 정도는 같이 마시며 분위기에 어울어지고 싶습니다. 소량을 먹겠다고 약속해도 막기만 하시는 어머니 때문에 속상합니다... 어쩌면 좋을까요?",작성일2025.03.02,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100102&docId=482584160&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2025,2025.01.01. ~ 2025.12.31.,질문미국 휠체어 장애인외출,우리나라는 복지관이나 학교근처가 아니면 지나가는 장애인조차 보기가 힘든데 미국은 자나가는 장애인들을 우리나라보다 흔히볼수 있나요? 외출이나 이런 부분이 우리나라보다 미국이 낫다고 들었는데 어떤지 궁금해요,작성일2025.02.26,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=9020201&docId=482417812&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2025,2025.01.01. ~ 2025.12.31.,질문동물재활공학사 직업의 전망이 어떨 것 같은가요?,"생방송투데이에 국내 1호 동물재활공학사가 소개되어 화제에요! 동물재활공학사는 장애를 가졌거나 다친 동물을 위해 의족, 의수, 휠체어 등 보조기구를 만드는 전문가인데요. 단순한 반려동물 용품이 아니라, 맞춤형 보조기기와 보호대 등을 제작해 동물의 재활을 돕는 전문적인 기술이 필요한 직업이라고해요. 특히 동물 의지보조기가 치료 방법으로 인식되면서 영구적 장애가 되기 전에 재활용품을 통해 장애를 극복하는 사례가 늘고 있다고 하는데요. 동물재활공학사 직업의 전망이 어떨 것 같은가요?",작성일2025.02.25,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=406&docId=482351362&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2025,2025.01.01. ~ 2025.12.31.,질문공무집행방해 죄,"안녕하세요 제가 전에 말씀드렸듯이 저는 양쪽다리 하지절단 지체장애1급과 발달장애3급도 있는 중증장애인입니다 제가 사건당시 사거리에서 라이터를,들고 있어고 경찰한테 오지말라고 계속 말을 하였고 경찰은 3명에서 저에게 계속와서 저는 휠체어를 밀다고 라이터가 떨어졌습니다 그리고 떨어진곳에서 10m정도를 벗어났고요 그상황에서는,저는 아무런 무기나 위혐한 물건이 없는상태였고 경찰3명이 저에 양쪽팔을 잡고 저도 사람이라 심리적으로 몸에 힘이들어가서,양쪽팔이 잡힌상태로 저항을 하였습니다 휠체어 있는채로요 근데 저는 휠체어에서,넘어지고 양쪽팔이 잡힌상태로 그러다가 저는 힘이들어가면서 팔이 다 잡힌상태로 저는 바닥에 엎어지고 경찰은 갑자기 넘어집니다 그러더니 때렸다구하면 공무집행방해죄로 현행법 체포합니다 하고 미란다고지를 안하고 뒷수갑을 채우고 휠체어 없이 질질끌고갔습니다 이것이 때렸다고 공무집행방해죄가 성립이 될까요? 아니,양쪽팔이,잡히고 경찰은3명에서 저를,잡고 아무런 무기가 없는상태인데요 경찰은 얼굴을 맞았다고 하고 안경이 망가졌다고 하면서 생활이 안된다고 하더라고요 저는 양쪽다리가 무릅위로 양쪽이,절단이 되어있습니다 신경이 살아있다고 하지만 일어나도 키가 115이고요 저는 바닥에 업어져있는상태고 맞았다고 주장하는 경찰은 키가 크고요 3명이 저를 잡고 있다고 발이 서로 걸려서 넘어질수가 있는거고 키가 크면 저를 잡고있다가 균형을 못잡으면 넘어지는거고요 근데 그,지구대 팀장님이 제가 업어치기를,했다고 하시더라고요 영상을 보니까요 이게 경찰에 정당한 공무집행인지 순찰차 도 녹음기능이 출고시부터 꺼져있다고 하고 블랙박스 영상은 몇일전부터 천장을 보고있었다고 하고 통지서에는 미상에 이유로 천장을 보고있었다고 하고요 저는 온몸에 멍이들고 휠체어는,경찰서에가서 조사가 거의 끝날때쯤오고요 경찰서 도착해서도 뒷수갑을 차고 있어서 휠체어 요청을 하였는데 무시하고 질질끌고들어가고 저는,경찰 한테 욕을듣고 했는데 녹음기능이 출고시부터 꺼져있다고 하고 영상은 미상에 이유로 천장보고있었다 그 지구대에서는 몇일전부터 천장을 보고있었고 제가 요청을 하고 보니 그때 알았다고 하고요 이게 공무집행방해죄가 맞나요? 경찰관에 정당한 공무집행이 맞는건지가 저도 잘못을,인정하고 있습니다 찾길로 간거는 제 100프로 잘못입니다 송산지구대 에서 오라고 하여 간거고 가서 이야기 도중 서로 언성이 높아지고 주장이 달라서 간다고 하고 찿길로 간건 제100프로 잘못입니다 벌을 주신다면 달게 받을거고요 받는게,맞는거고요 근데 가는거 찾기로 경찰도 보고 지구대로 들어간거고요 밖에서 이야기를, 한거니까요 그리고 신고를,받고 출동한것도 아닌거같아요 왜냐면 그지구대에서 사거리까지 거리가 조금 있고요 신고를 받고 출동을 했다면 싸이렌을 키고 오면서 교통위반법을 체포를,해어야되고요 근데 사거리에서 2차도로에서 신호대기하고 있던 순찰차가 제가 인도로 올라가면서 경찰 ㅈㄲ 하고 올라가는데 갑자기 싸이렌을 끼고 그때 그경찰은 전부다 바디캠도 안가지고 있다고 하고요 모든 증거영상에는 녹음이 안되어있다고 하고 그래서 미란다고지도 증거가 없고 다 서로에 주장만있고 욕설도 마찬가지고요 이게 경찰관에 정당한 공무집행이 맞나요? 저도 잘못 인정하고 있는3데요 경찰은 인정을 안하고요 모든건 증거가 다 확실히지가 않다는거에요 영상은 흐리고요 재대로 나온건 블랙박스영상 이 천장을 보고있는거와 경찰서에서 질질끌려들어가는 영상과 미란다고지를에 대해서 서로 말하면서 저는 못들었습니다 그고지 다시해주세요 하면서 오른속을 머리에 오리면서 설명하는거 그 영상만 확실하게 보입니다 멍이든 사진도 있고요",작성일2025.02.23,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6020602&docId=482275217&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2025,2025.01.01. ~ 2025.12.31.,질문조연병과 지적장애 장애등록2개,"조연병과 지적장애 2개 장애로 등록대있는데 휠체어 보정구 처방 받을수잇나요,",작성일2025.02.21,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100102&docId=482184454&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2025,2025.01.01. ~ 2025.12.31.,질문경찰 송산지구대 의정부 정말 조직 말다 마추네요,"작년 11월25일 의정부 송산사거리에서 송산지구대 경찰3명 장애인 불법체포 뒷수갑 인권무시 과잉진압 욕설 근데 블랙박스 영상 미상에,이유로 천장보고 있다고 하고 녹음기능 출발시부터 기능이꺼져있다고 해요 욕을 들고 했는데요 저는,순찰차 에서 휠체어는 엎고 저까지 총다섯명이타고 검찰에서 법원으로 기소가 되었다고 통지가 왔고요 저는 양쪽다리 하지절단이고 지체장애1급과 지적장애3급을,가지고 있고요 순찰차 전면 블랙박스 에서 제가 경찰을,때린거 보인다고 제3자 포천경찰서에서 하고요 저는,여경 두명이라고 말한적이1도없는더 통지서에서는 여경2명이 공무집행방해죄로 현행범체포합니다 하고 미란다고지를했다고 해요 근데 했다는 증거가 1도없고요 저는 안했다 경찰은,했다고 주장하고요 이거 어떻게 하면 경찰에 잘못을 알릴수가 있을까요?",작성일2025.02.19,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6020602&docId=482075902&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2025,2025.01.01. ~ 2025.12.31.,질문모욕죄로 신고 가능할까요,안녕하세요 고등학생이구요 저희 어머니가 장애가 있으신데 저는 그 부분을 알리고 다닌 적이 없고 한번도 그 친구한테 말한 적도 없어요 그런데 그 친구가 어떻게 알았는지 저희 어머니 얘기를 하고 다녔어요 저는 그 친구 같은 사상을 가진 애들이 저희 어머니를 모욕하거나 얘기하고 다니면 심리적으로 정말 힘들 것 같아서 저는 숨기고 다녔구요 근데 알고보니 저랑 싸운 친구가 지 친구들한테 저희 어머니가 장애인이라고 욕하고 다녔대요 a엄마가 장애인이라 a저 지랄이다 걔네 엄마 휠체어 타고 다닌다 a엄마 장애인이라서 a도 장애인 같다구요.얘길 들었다는 증인은 있는데 증거는 없어요 이걸로 모욕이나 명예훼손 등으로 신고 가능할까요? 그 친구한테 연락을 보내니 저희 엄마가 장애인이라서 저도 장애인이고 저지랄이다 한 거는 기억이 안 난다고 우기고 있습니다 자신은 그냥 궁금해서 저희 어머니가 휠체어 타고 다니는 지 그것만 물어봤다고 합니다. 추가로 더 신고 할 수 있는 것이 있다면 알려주세요… 진심으로 힘들어요,작성일2025.02.19,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60214&docId=482069861&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2025,2025.01.01. ~ 2025.12.31.,질문장체2급 탁구 실기 휠체어에 앉아서 하나요?,장애인체육스포츠지도사 2급 탁구 실기를 휠체어에 앉아서 치나요 서서 치나요?,작성일2025.02.18,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50803&docId=482034006&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2025,2025.01.01. ~ 2025.12.31.,병원에서 폐렴 전염으로 인한 사망 사건에 대한 대응 방안,"제 동생은 장애등급 판정을 위해 2월4일 정신과 폐쇄병동에 입원하였습니다. 폐쇄병동에 입원하기 전 흉부검사 및 신체검진을 했고 건강상 아무 문제가 없어 입원 절차를 밟아 입원을 했습니다. 2월11일에 면회를 갔을땐 스스로 걸어다니고 안색도 평소처럼 멀쩡했고 2월12일 오전에 병원에서 동생에게 열이 많이 심하다고 했고 흉부검사(폐,장 관련)를 진행했습니다. 12일 당일 다시 병원 면회 갔을땐 휠체어를 타고 나왔으며 이마를 짚어보니 차가웠고 상태가 너무 안좋아보였고 흉부검사 결과는 폐렴,장염증상이 보인다고 했습니다. 의사 소견으로는 폐렴,장염증상이 심한편이긴 하나 아직 젊으니 3,4일 지켜보자고 했습니다. 그 후로 병원에서 아무런 연락이 없어 직접 병원으로 전화를 해 환자의 상태를 물었고 그제서야 동생의 혈압이 떨어지고 호흡이 불안정하다고 했습니다. 그런 상태의 환자를 중환자실로 이동시켜 집중치료 하지 않고 계속 정신과 폐쇄병동에서만 소극적인 치료를 했다고 생각합니다. 중환자실에서 집중치료를 받지 못한것이 동생을 폐쇄병동에서만 방치한채 치료를 한것이 동생의 사망 속도를 더 재촉시킨것이 아닌가 싶습니다. 중환자실에 늦게 옮겨졌고 13일 새벽 4시43분에 결국 패혈증쇼크가 직접사인으로 사망했습니다. 제가 병원측에 이의를 제기하고 싶은 것은 시에서 감염대응 우수기관이라는 병원이 정신과 병동에서 폐렴이 감염될 수 밖에 없는 위생관리를 해서 입원할땐 폐 상태 등이 멀쩡했던 동생을 사망에 이르게 만든 것입니다. 당시 정신병동쪽에 폐렴 환자가 2명이 있었다고 했으며 병원측 말로는 거의 다 나은 환자 혹은 완치가 된 환자라고 했지만 폐렴 이슈가 있던 정신병동 환자를 격리해서 치료 및 진료활동을 하지않았고 공용활동공간을 건강한 정신병동 환자들과 같이 이용하게 만들어 폐렴 전염병에 노출시키게 만든 병원의 안일한 관리소홀에 대한 잘못을 따지고 싶습니다. 저는 명백한 병원의 과실이라고 보고 이에 대해서 병원을 상대로 소송했을때 필요한 자료나 승소 비율은 얼마나 될까요? 관련태그: 손해배상 , 의료/식품의약",작성일2025.02.18,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60215&docId=482007807&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2025,2025.01.01. ~ 2025.12.31.,질문좌골골절불유합,80세 어머니 10월25일 화장실앞에서 엉덩방아후 통증호소하셔서 근처 정형외과 엑스레이 이상없다고해서 집에서만 생활하셨는데 계속아프다고 하셔서 11월20일 큰병원 ct찍어보니 좌골 오른쪽 하단 뽀족한 부위가 3조각 났고 1cm씩 벌어진 상태라 바로 요양병원 입원하셔서 침상생활만 하시고 12월20일 병원 엑스레이에서 벌어지지않고 있다고 1주일후 휠체어생활 시작하고 3주후에 걷기하라고하셔서 12월30일에 퇴원해서 집에서 휠체어식사시작했고 3주후부터 하루3번 걷기하셨습니다 그런데 2월 10일에 엑스레이 찍어보니 뼈가 벌어졌습니다ㅠㅠ 심줄이 당겨서 어쩔수없다고 그냥 생활하라고 하시는데 가능한건가요?,작성일2025.02.15,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=481878758&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2025,2025.01.01. ~ 2025.12.31.,질문유모차가 피난장애 인가요?,저는 필로티 구조 빌라 2층에 살고있습니다. 언니가 얼마전에 애기 낳아서 잠깐 봐줄때마다 유모차를 이용해서 저희집에 오가는데 1층에 놔두고 필요할때마다 사용합니다.빌라분들께 먼저 양해도 구했고 불편하시면 연락달라고 연락처까지 붙여놓았습니다.참고로 언니집은 제가 살던 옛날집에 들어가있고 유모차를 이용할수있는 엘베도 없고 계단이 많은 1.5층에 살고 있어서 저희집에 놔두고 다니고있는 상황입니다.그리고 어제 피난장애로 소방민원이 들어왔다고 유모차와 저희집 아이들 킥보드 2개를 치우라고 빌라대표에게 연락받았습니다.빌라 단톡방이 있는데 바로 3층집만 단톡방에 없는 상황이고 애기도 없어서 저희집을 5년동안 괴롭히고있는상황입니다ㅠㅠ 저희는 아이들때문에 부모님 계실때도 2층을 일부러 구해서 들어온건데 경찰에 신고하겠다느니 자기 낮잠 자야하는데 시끄럽다느니..정말 젊은 부부고 저보다 똑똑하고 공부도 잘하신분들 같은데 왜그러시는걸까요..처음 부모님이 입주했을땐 아이가 안생긴다며 길가다가 마주쳤는데 갑자기 저한테 이런저런 얘기하시길래 얼마나 맘이 아프면 잘 알지도 못하는 저한테 그런말까지하나 싶었습니다. 빌라분들은 3층분이 저한테 개인적으로 전화하거나 문자로 괴롭힌 사실을 전혀 모르십니다.저희 엄마가 아프시다 돌아가셨는데 제 애들과 엄마를 같이 돌봐야하는 상황이었는데 시끄럽다고해서 계단 많고 엘베없고 쫍은 저희 옛날집에서 모시다 돌아가셨어요..계단때문에 휠체어사용도 못하고 업고 오르락내리락 해야해서 신랑이 일도 못가고 친정엄마 업고다니면서 돌봤네요..아무리 생각해도 제가 이상한 사람같진 않은데 아이를 못가져서 저희집을 괴롭힌다고 밖에 생각이 안듭니다..그래도 젊은데 맘이 얼마나 안좋을까 얼마나 속상할까 하는 마음에 이해하려고 애쓰고 있는 중입니다..근데 더이상은 못참겠습니다..어떻게해야할까요..?,작성일2025.02.15,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60202&docId=481874241&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2025,2025.01.01. ~ 2025.12.31.,질문전동휠체어타고 식당가는게 영업방해라고댓글다는수준,유튜브에 전동휠체어타고 샤브샤브먹으로 식당에갔다가 전동휠체어는 안된다고 거부하고 지체장애인이라 휠체어없인 못움직이는사람인데 휠체어는 장애인의 다리와같은건데 시각장애인으로치면 안내견과같은건데 유튜브에 전동휠체어타고 밥먹으로가는게 영업방해가 맞다고 전동휠체어탄 장애인을 욕하는댓글다는 한국인 수준이ㅋㅋ 내가 장애인들에겐 휠체어는 다리와같은건 데 이게왜? 영업방해냐?라고 답글다니깐 나보고 누가보면 뉴스나온장애인 당사자인줄알겠데 ㅋㅋ 그럼지는 그런댓글달고있는지는 식당운영하는사람인가? 지체장애인에겐 휠체어는 다리와같은건데 거부하는건 너무한거아닌가요? 그걸또 영업방해라고 댓글다는 대한민국이라는 나라의 국민들의 수준이 ㅋㅋㅋㅋ,작성일2025.02.12,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80101&docId=481734884&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2025,2025.01.01. ~ 2025.12.31.,질문교통약자 차량 이동서비스 신청 비장애인 기준,"저희 할머니를 교통약자 차량 이동서비스를 신청하려고 합니다. 그런데 이 서비스가 장애인은 신청이 쉬우나 비장애인 같은 경우는 65세 이상이고 병원에가서 ""보행상에 장애가 있어서 휠체어로만 이동이 가능하다""라는 이런 글이 있는 의사 진단서가 필요하더라구요... 제가 할머니 병원에 모셔갈때 택시를 주로 이용하는데... 택시 기사분에게 휠체어 타신 할머니가 계셔서 협조 부탁드립니다 이렇게 문자보내고 택시 타고 병원에 갈때가 있습니다. 어떤 기사분은 휠체어라는 말에 바로 전화해서 죄송하지만, 콜 부른거 취소해주세요. 다른 콜 불렀어요 이러시는 택시 기사분도 계시고... 트렁크에 휠체어 싣는거 아니에요 하면서 싫어하시면서 어쩔 수 없이 도와주시는 기사분도 계시고... 어떤 택시기사분도 트렁크가 문이 안 닫혀도 적극적으로 친절하게 도와주시는 기사분도 있드라구요.. 저희 할머니는 비장애인이고 나이는 곧 만 100세가 되세요.. 걷는데 옆에서 부축하거나 지팡이 양쪽에 두 개, 아니면 워커를 이용해야해요. 병원 안에서는 휠체어로 이동을 해야 병원 직원분들이나 저나 서로 편합니다. 휠체어 사용하시라고 권유한 병원 직원이 있어서 휠체어도 대여해서 사용하고 있어요. 병원에 가야할 경우만 휠체어를 가져갑니다.. 휠체어 때문에 콜 택시 부르는것도 이런저런 택시 기사분들 만나는것도 보통이 아니에요.. 교통약자 이동 서비스 사무실에서 우리 할머니가 비장애인이라 의사 진단서를 떼오라고 하는데... 제가 병원에 전화해서 간호사랑 대화했는데 안 될수도 있다는 말을 들었어요 될 수도 있고 안 될 수도 있고 애매한 답변만 들었죠... 의사 진단서를 떼본적은 한번도 없지만... 좀 쉽지 않을것 같아요... 병원에 힘들어 모셔갔는데 의사 진단서 못 떼면 허무할것 같아요.. 아에 신청 안하는데 좋을까요??... 어떻게 하는편이 좋을까요??...",끌올작성일2025.02.12,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100102&docId=481648349&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2025,2025.01.01. ~ 2025.12.31.,질문장애등급은 없으나 거동이 불편하여 휠체어가 필요한 경우,"할머니를 모시고 다니는데, 장애등급은 없으나 아예 거동이 불편하셔서 집에서는 보조기구(보행기)를 사용하시고 외출하실때는 항상 차에 휠체어를 싣고 다녀야합니다. 이런경우 장애인차량 혜택 같은걸 받을 수 있는 방법이 없을까요? 지금은 주차 칸 안에 주차하기 전에 비상깜빡이를 켜고 휠체어 내리고, 할머니 내리고 할머니 혼자 잠시 기다리셨다가 제가 주차하고 할머니 모시고 가거든요.. 뭐 어떤걸 신청할 수 있는지 복지혜택 같은게 궁금합니다.",작성일2025.02.10,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8110302&docId=481625506&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2025,2025.01.01. ~ 2025.12.31.,질문애니 제목 찾아주세요 !,일단 주인공은 남주고 여주겸 남주의 동생이 나오는데 핑크색 머리였던것 같고 장애가 있었습니다 여동생이 장애때문에 남자?나 남주를 극도로 싫어했어가지고 시설에서 보호차원으로 분리를 시켜서 남주가 여동생과 생 이별을 하게 생겼는데 막 남주가 여동생과 같이 지내려면 좀 여동생과 남주가 같이 있어도 안정적인 상태가 되었어야했던것 같아서 여동생이 좋아하는 게임을 엄청해서 호감을 얻다가 마지막에 여동생을 데려올수있는 시간이 거의 끝나서 남주가 포기하고 병원 밖을 나가는데 여동생이 그때 휠체어에서 일어났던것같아요 그러면서 남주를 껴안고 서로 울면서 끝이 났던것 같아요 이때 시점은 겨울에 눈이 엄청왔었습니다,작성일2025.02.07,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=30401&docId=481479803&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2025,2025.01.01. ~ 2025.12.31.,질문휠체어 구입 임대,휠체어가 고장나서 재구매하려고 하는데요. 장애3급과 요양보험 감경대상6%로 혜택을 받을수 있습니다. 구입과 임대 중 어떤방법이 더 좋을까요.,작성일2025.01.31,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100103&docId=481138171&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
